nom,SIREN,COG,type,code_departement,code_departement_3digits,code_region
L'Abergement-Clémenciat,210100012,01001,COM,01,001,84
L'Abergement-de-Varey,210100020,01002,COM,01,001,84
Ambérieu-en-Bugey,210100046,01004,COM,01,001,84
Ambérieux-en-Dombes,210100053,01005,COM,01,001,84
Ambléon,210100061,01006,COM,01,001,84
Ambronay,210100079,01007,COM,01,001,84
Ambutrix,210100087,01008,COM,01,001,84
Andert-et-Condon,210100095,01009,COM,01,001,84
Anglefort,210100103,01010,COM,01,001,84
Apremont,210100111,01011,COM,01,001,84
Aranc,210100129,01012,COM,01,001,84
Arandas,210100137,01013,COM,01,001,84
Arbent,210100145,01014,COM,01,001,84
Arboys en Bugey,200053668,01015,COM,01,001,84
Arbigny,210100160,01016,COM,01,001,84
Argis,210100178,01017,COM,01,001,84
Armix,210100194,01019,COM,01,001,84
Ars-sur-Formans,210100210,01021,COM,01,001,84
Artemare,210100228,01022,COM,01,001,84
Asnières-sur-Saône,210100236,01023,COM,01,001,84
Attignat,210100244,01024,COM,01,001,84
Bâgé-Dommartin,200077220,01025,COM,01,001,84
Bâgé-le-Châtel,210100269,01026,COM,01,001,84
Balan,210100277,01027,COM,01,001,84
Baneins,210100285,01028,COM,01,001,84
Beaupont,210100293,01029,COM,01,001,84
Beauregard,210100301,01030,COM,01,001,84
Bellignat,210100319,01031,COM,01,001,84
Béligneux,210100327,01032,COM,01,001,84
Valserhône,200083863,01033,COM,01,001,84
Belley,210100343,01034,COM,01,001,84
Belleydoux,210100350,01035,COM,01,001,84
Valromey-sur-Séran,200086411,01036,COM,01,001,84
Bénonces,210100376,01037,COM,01,001,84
Bény,210100384,01038,COM,01,001,84
Béon,210100392,01039,COM,01,001,84
Béréziat,210100400,01040,COM,01,001,84
Bettant,210100418,01041,COM,01,001,84
Bey,210100426,01042,COM,01,001,84
Beynost,210100434,01043,COM,01,001,84
Billiat,210100442,01044,COM,01,001,84
Birieux,210100459,01045,COM,01,001,84
Biziat,210100467,01046,COM,01,001,84
Blyes,210100475,01047,COM,01,001,84
La Boisse,210100491,01049,COM,01,001,84
Boissey,210100509,01050,COM,01,001,84
Bolozon,210100517,01051,COM,01,001,84
Bouligneux,210100525,01052,COM,01,001,84
Bourg-en-Bresse,210100533,01053,COM,01,001,84
Bourg-Saint-Christophe,210100541,01054,COM,01,001,84
Boyeux-Saint-Jérôme,210100566,01056,COM,01,001,84
Boz,210100574,01057,COM,01,001,84
Brégnier-Cordon,210100582,01058,COM,01,001,84
Brénod,210100608,01060,COM,01,001,84
Brens,210100616,01061,COM,01,001,84
Bressolles,210100624,01062,COM,01,001,84
Brion,210100632,01063,COM,01,001,84
Briord,210100640,01064,COM,01,001,84
Buellas,210100657,01065,COM,01,001,84
La Burbanche,210100665,01066,COM,01,001,84
Ceignes,210100673,01067,COM,01,001,84
Cerdon,210100681,01068,COM,01,001,84
Certines,210100699,01069,COM,01,001,84
Cessy,210100715,01071,COM,01,001,84
Ceyzériat,210100723,01072,COM,01,001,84
Ceyzérieu,210100731,01073,COM,01,001,84
Chalamont,210100749,01074,COM,01,001,84
Chaleins,210100756,01075,COM,01,001,84
Chaley,210100764,01076,COM,01,001,84
Challes-la-Montagne,210100772,01077,COM,01,001,84
Challex,210100780,01078,COM,01,001,84
Champagne-en-Valromey,210100798,01079,COM,01,001,84
Champdor-Corcelles,200056695,01080,COM,01,001,84
Champfromier,210100814,01081,COM,01,001,84
Chanay,210100822,01082,COM,01,001,84
Chaneins,210100830,01083,COM,01,001,84
Chanoz-Châtenay,210100848,01084,COM,01,001,84
La Chapelle-du-Châtelard,210100855,01085,COM,01,001,84
Charix,210100871,01087,COM,01,001,84
Charnoz-sur-Ain,210100889,01088,COM,01,001,84
Château-Gaillard,210100897,01089,COM,01,001,84
Châtenay,210100905,01090,COM,01,001,84
Châtillon-la-Palud,210100921,01092,COM,01,001,84
Châtillon-sur-Chalaronne,210100939,01093,COM,01,001,84
Chavannes-sur-Reyssouze,210100947,01094,COM,01,001,84
Nivigne et Suran,200062537,01095,COM,01,001,84
Chaveyriat,210100962,01096,COM,01,001,84
Chazey-Bons,200063121,01098,COM,01,001,84
Chazey-sur-Ain,210100996,01099,COM,01,001,84
Cheignieu-la-Balme,210101002,01100,COM,01,001,84
Chevillard,210101010,01101,COM,01,001,84
Chevroux,210101028,01102,COM,01,001,84
Chevry,210101036,01103,COM,01,001,84
Chézery-Forens,210101044,01104,COM,01,001,84
Civrieux,210101051,01105,COM,01,001,84
Cize,210101069,01106,COM,01,001,84
Cleyzieu,210101077,01107,COM,01,001,84
Coligny,210101085,01108,COM,01,001,84
Collonges,210101093,01109,COM,01,001,84
Colomieu,210101101,01110,COM,01,001,84
Conand,210101119,01111,COM,01,001,84
Condamine,210101127,01112,COM,01,001,84
Condeissiat,210101135,01113,COM,01,001,84
Confort,210101143,01114,COM,01,001,84
Confrançon,210101150,01115,COM,01,001,84
Contrevoz,210101168,01116,COM,01,001,84
Conzieu,210101176,01117,COM,01,001,84
Corbonod,210101184,01118,COM,01,001,84
Corlier,210101218,01121,COM,01,001,84
Cormoranche-sur-Saône,210101234,01123,COM,01,001,84
Cormoz,210101242,01124,COM,01,001,84
Corveissiat,210101259,01125,COM,01,001,84
Courmangoux,210101275,01127,COM,01,001,84
Courtes,210101283,01128,COM,01,001,84
Crans,210101291,01129,COM,01,001,84
Bresse Vallons,200086965,01130,COM,01,001,84
Cressin-Rochefort,210101333,01133,COM,01,001,84
Crottet,210101341,01134,COM,01,001,84
Crozet,210101358,01135,COM,01,001,84
Cruzilles-lès-Mépillat,210101366,01136,COM,01,001,84
Culoz,210101382,01138,COM,01,001,84
Curciat-Dongalon,210101390,01139,COM,01,001,84
Curtafond,210101408,01140,COM,01,001,84
Cuzieu,210101416,01141,COM,01,001,84
Dagneux,210101424,01142,COM,01,001,84
Divonne-les-Bains,210101432,01143,COM,01,001,84
Dompierre-sur-Veyle,210101457,01145,COM,01,001,84
Dompierre-sur-Chalaronne,210101465,01146,COM,01,001,84
Domsure,210101473,01147,COM,01,001,84
Dortan,210101481,01148,COM,01,001,84
Douvres,210101499,01149,COM,01,001,84
Drom,210101507,01150,COM,01,001,84
Druillat,210101515,01151,COM,01,001,84
Échallon,210101523,01152,COM,01,001,84
Échenevex,210101531,01153,COM,01,001,84
Évosges,210101556,01155,COM,01,001,84
Faramans,210101564,01156,COM,01,001,84
Fareins,210101572,01157,COM,01,001,84
Farges,210101580,01158,COM,01,001,84
Feillens,210101598,01159,COM,01,001,84
Ferney-Voltaire,210101606,01160,COM,01,001,84
Flaxieu,210101622,01162,COM,01,001,84
Foissiat,210101630,01163,COM,01,001,84
Francheleins,210101655,01165,COM,01,001,84
Frans,210101663,01166,COM,01,001,84
Garnerans,210101671,01167,COM,01,001,84
Genouilleux,210101697,01169,COM,01,001,84
Béard-Géovreissiat,210101705,01170,COM,01,001,84
Géovreisset,210101713,01171,COM,01,001,84
Gex,210101739,01173,COM,01,001,84
Giron,210101747,01174,COM,01,001,84
Gorrevod,210101754,01175,COM,01,001,84
Grand-Corent,210101770,01177,COM,01,001,84
Grièges,210101796,01179,COM,01,001,84
Grilly,210101804,01180,COM,01,001,84
Groissiat,210101812,01181,COM,01,001,84
Guéreins,210101838,01183,COM,01,001,84
Hautecourt-Romanèche,210101846,01184,COM,01,001,84
Plateau d'Hauteville,200086122,01185,COM,01,001,84
Haut Valromey,200053676,01187,COM,01,001,84
Illiat,210101887,01188,COM,01,001,84
Injoux-Génissiat,210101895,01189,COM,01,001,84
Innimond,210101903,01190,COM,01,001,84
Izenave,210101911,01191,COM,01,001,84
Izernore,210101929,01192,COM,01,001,84
Izieu,210101937,01193,COM,01,001,84
Jassans-Riottier,210101945,01194,COM,01,001,84
Jasseron,210101952,01195,COM,01,001,84
Jayat,210101960,01196,COM,01,001,84
Journans,210101978,01197,COM,01,001,84
Joyeux,210101986,01198,COM,01,001,84
Jujurieux,210101994,01199,COM,01,001,84
Labalme,210102000,01200,COM,01,001,84
Lagnieu,210102026,01202,COM,01,001,84
Laiz,210102034,01203,COM,01,001,84
Le Poizat-Lalleyriat,200053395,01204,COM,01,001,84
Lantenay,210102067,01206,COM,01,001,84
Lapeyrouse,210102075,01207,COM,01,001,84
Lavours,210102083,01208,COM,01,001,84
Léaz,210102091,01209,COM,01,001,84
Lélex,210102109,01210,COM,01,001,84
Lent,210102117,01211,COM,01,001,84
Lescheroux,210102125,01212,COM,01,001,84
Leyment,210102133,01213,COM,01,001,84
Leyssard,210102141,01214,COM,01,001,84
Surjoux-Lhopital,200085306,01215,COM,01,001,84
Lhuis,210102166,01216,COM,01,001,84
Lompnas,210102190,01219,COM,01,001,84
Loyettes,210102240,01224,COM,01,001,84
Lurcy,210102257,01225,COM,01,001,84
Magnieu,200084978,01227,COM,01,001,84
Maillat,210102281,01228,COM,01,001,84
Malafretaz,210102299,01229,COM,01,001,84
Mantenay-Montlin,210102307,01230,COM,01,001,84
Manziat,210102315,01231,COM,01,001,84
Marboz,210102323,01232,COM,01,001,84
Marchamp,210102331,01233,COM,01,001,84
Marignieu,210102349,01234,COM,01,001,84
Marlieux,210102356,01235,COM,01,001,84
Marsonnas,210102364,01236,COM,01,001,84
Martignat,210102372,01237,COM,01,001,84
Massieux,210102380,01238,COM,01,001,84
Massignieu-de-Rives,210102398,01239,COM,01,001,84
Matafelon-Granges,210102406,01240,COM,01,001,84
Meillonnas,210102414,01241,COM,01,001,84
Mérignat,210102422,01242,COM,01,001,84
Messimy-sur-Saône,210102430,01243,COM,01,001,84
Meximieux,210102448,01244,COM,01,001,84
Bohas-Meyriat-Rignat,210102455,01245,COM,01,001,84
Mézériat,210102463,01246,COM,01,001,84
Mijoux,210102471,01247,COM,01,001,84
Mionnay,210102489,01248,COM,01,001,84
Miribel,210102497,01249,COM,01,001,84
Misérieux,210102505,01250,COM,01,001,84
Mogneneins,210102521,01252,COM,01,001,84
Montagnat,210102547,01254,COM,01,001,84
Montagnieu,210102554,01255,COM,01,001,84
Montanges,210102570,01257,COM,01,001,84
Montceaux,210102588,01258,COM,01,001,84
Montcet,210102596,01259,COM,01,001,84
Le Montellier,210102604,01260,COM,01,001,84
Monthieux,210102612,01261,COM,01,001,84
Montluel,210102620,01262,COM,01,001,84
Montmerle-sur-Saône,210102638,01263,COM,01,001,84
Montracol,210102646,01264,COM,01,001,84
Montréal-la-Cluse,210102653,01265,COM,01,001,84
Montrevel-en-Bresse,210102661,01266,COM,01,001,84
Nurieux-Volognat,210102679,01267,COM,01,001,84
Murs-et-Gélignieux,210102687,01268,COM,01,001,84
Nantua,210102695,01269,COM,01,001,84
Neuville-les-Dames,210102729,01272,COM,01,001,84
Neuville-sur-Ain,210102737,01273,COM,01,001,84
Les Neyrolles,210102745,01274,COM,01,001,84
Neyron,210102752,01275,COM,01,001,84
Niévroz,210102760,01276,COM,01,001,84
Nivollet-Montgriffon,210102778,01277,COM,01,001,84
Oncieu,210102794,01279,COM,01,001,84
Ordonnaz,210102802,01280,COM,01,001,84
Ornex,210102810,01281,COM,01,001,84
Outriaz,210102828,01282,COM,01,001,84
Oyonnax,210102836,01283,COM,01,001,84
Ozan,210102844,01284,COM,01,001,84
Parcieux,210102851,01285,COM,01,001,84
Parves et Nattages,200059913,01286,COM,01,001,84
Péron,210102885,01288,COM,01,001,84
Péronnas,210102893,01289,COM,01,001,84
Pérouges,210102901,01290,COM,01,001,84
Perrex,210102919,01291,COM,01,001,84
Peyriat,210102935,01293,COM,01,001,84
Peyrieu,210102943,01294,COM,01,001,84
Peyzieux-sur-Saône,210102950,01295,COM,01,001,84
Pirajoux,210102968,01296,COM,01,001,84
Pizay,210102976,01297,COM,01,001,84
Plagne,210102984,01298,COM,01,001,84
Le Plantay,210102992,01299,COM,01,001,84
Polliat,210103016,01301,COM,01,001,84
Pollieu,210103024,01302,COM,01,001,84
Poncin,210103032,01303,COM,01,001,84
Pont-d'Ain,210103040,01304,COM,01,001,84
Pont-de-Vaux,210103057,01305,COM,01,001,84
Pont-de-Veyle,210103065,01306,COM,01,001,84
Port,210103073,01307,COM,01,001,84
Pougny,210103081,01308,COM,01,001,84
Pouillat,210103099,01309,COM,01,001,84
Prémeyzel,210103107,01310,COM,01,001,84
Prémillieu,210103115,01311,COM,01,001,84
Prévessin-Moëns,210103131,01313,COM,01,001,84
Priay,210103149,01314,COM,01,001,84
Ramasse,210103172,01317,COM,01,001,84
Rancé,210103180,01318,COM,01,001,84
Relevant,210103198,01319,COM,01,001,84
Replonges,210103206,01320,COM,01,001,84
Revonnas,210103214,01321,COM,01,001,84
Reyrieux,210103222,01322,COM,01,001,84
Reyssouze,210103230,01323,COM,01,001,84
Rignieux-le-Franc,210103255,01325,COM,01,001,84
Romans,210103289,01328,COM,01,001,84
Rossillon,210103297,01329,COM,01,001,84
Ruffieu,210103305,01330,COM,01,001,84
Saint-Alban,210103313,01331,COM,01,001,84
Saint-André-de-Bâgé,210103321,01332,COM,01,001,84
Saint-André-de-Corcy,210103339,01333,COM,01,001,84
Saint-André-d'Huiriat,210103347,01334,COM,01,001,84
Saint-André-le-Bouchoux,210103354,01335,COM,01,001,84
Saint-André-sur-Vieux-Jonc,210103362,01336,COM,01,001,84
Saint-Bénigne,210103370,01337,COM,01,001,84
Groslée-Saint-Benoit,200060143,01338,COM,01,001,84
Saint-Bernard,210103396,01339,COM,01,001,84
Sainte-Croix,210103420,01342,COM,01,001,84
Saint-Cyr-sur-Menthon,210103438,01343,COM,01,001,84
Saint-Denis-lès-Bourg,210103446,01344,COM,01,001,84
Saint-Denis-en-Bugey,210103453,01345,COM,01,001,84
Saint-Didier-d'Aussiat,210103461,01346,COM,01,001,84
Saint-Didier-de-Formans,210103479,01347,COM,01,001,84
Saint-Didier-sur-Chalaronne,210103487,01348,COM,01,001,84
Saint-Éloi,210103495,01349,COM,01,001,84
Saint-Étienne-du-Bois,210103503,01350,COM,01,001,84
Saint-Étienne-sur-Chalaronne,210103511,01351,COM,01,001,84
Saint-Étienne-sur-Reyssouze,210103529,01352,COM,01,001,84
Sainte-Euphémie,210103537,01353,COM,01,001,84
Saint-Genis-Pouilly,210103545,01354,COM,01,001,84
Saint-Genis-sur-Menthon,210103552,01355,COM,01,001,84
Saint-Georges-sur-Renon,210103560,01356,COM,01,001,84
Saint-Germain-de-Joux,210103578,01357,COM,01,001,84
Saint-Germain-les-Paroisses,210103586,01358,COM,01,001,84
Saint-Germain-sur-Renon,210103594,01359,COM,01,001,84
Saint-Jean-de-Gonville,210103602,01360,COM,01,001,84
Saint-Jean-de-Niost,210103610,01361,COM,01,001,84
Saint-Jean-de-Thurigneux,210103628,01362,COM,01,001,84
Saint-Jean-le-Vieux,210103636,01363,COM,01,001,84
Saint-Jean-sur-Reyssouze,210103644,01364,COM,01,001,84
Saint-Jean-sur-Veyle,210103651,01365,COM,01,001,84
Sainte-Julie,210103669,01366,COM,01,001,84
Saint-Julien-sur-Reyssouze,210103677,01367,COM,01,001,84
Saint-Julien-sur-Veyle,210103685,01368,COM,01,001,84
Saint-Just,210103693,01369,COM,01,001,84
Saint-Laurent-sur-Saône,210103701,01370,COM,01,001,84
Saint-Marcel,210103719,01371,COM,01,001,84
Saint-Martin-de-Bavel,210103727,01372,COM,01,001,84
Saint-Martin-du-Frêne,210103735,01373,COM,01,001,84
Saint-Martin-du-Mont,210103743,01374,COM,01,001,84
Saint-Martin-le-Châtel,210103750,01375,COM,01,001,84
Saint-Maurice-de-Beynost,210103768,01376,COM,01,001,84
Saint-Maurice-de-Gourdans,210103784,01378,COM,01,001,84
Saint-Maurice-de-Rémens,210103792,01379,COM,01,001,84
Saint-Nizier-le-Bouchoux,210103800,01380,COM,01,001,84
Saint-Nizier-le-Désert,210103818,01381,COM,01,001,84
Sainte-Olive,210103826,01382,COM,01,001,84
Saint-Paul-de-Varax,210103834,01383,COM,01,001,84
Saint-Rambert-en-Bugey,210103842,01384,COM,01,001,84
Saint-Rémy,210103859,01385,COM,01,001,84
Saint-Sorlin-en-Bugey,210103867,01386,COM,01,001,84
Saint-Sulpice,210103875,01387,COM,01,001,84
Saint-Trivier-de-Courtes,210103883,01388,COM,01,001,84
Saint-Trivier-sur-Moignans,210103891,01389,COM,01,001,84
Saint-Vulbas,210103909,01390,COM,01,001,84
Salavre,210103917,01391,COM,01,001,84
Samognat,210103925,01392,COM,01,001,84
Sandrans,210103933,01393,COM,01,001,84
Sault-Brénaz,210103966,01396,COM,01,001,84
Sauverny,210103974,01397,COM,01,001,84
Savigneux,210103982,01398,COM,01,001,84
Ségny,210103990,01399,COM,01,001,84
Seillonnaz,210104006,01400,COM,01,001,84
Sergy,210104014,01401,COM,01,001,84
Sermoyer,210104022,01402,COM,01,001,84
Serrières-de-Briord,210104030,01403,COM,01,001,84
Serrières-sur-Ain,210104048,01404,COM,01,001,84
Servas,210104055,01405,COM,01,001,84
Servignat,210104063,01406,COM,01,001,84
Seyssel,210104071,01407,COM,01,001,84
Simandre-sur-Suran,210104089,01408,COM,01,001,84
Sonthonnax-la-Montagne,210104105,01410,COM,01,001,84
Souclin,210104113,01411,COM,01,001,84
Sulignat,210104121,01412,COM,01,001,84
Talissieu,210104154,01415,COM,01,001,84
Tenay,210104162,01416,COM,01,001,84
Thil,210104188,01418,COM,01,001,84
Thoiry,210104196,01419,COM,01,001,84
Thoissey,210104204,01420,COM,01,001,84
Torcieu,210104212,01421,COM,01,001,84
Tossiat,210104220,01422,COM,01,001,84
Toussieux,210104238,01423,COM,01,001,84
Tramoyes,210104246,01424,COM,01,001,84
La Tranclière,210104253,01425,COM,01,001,84
Val-Revermont,200057347,01426,COM,01,001,84
Trévoux,210104279,01427,COM,01,001,84
Valeins,210104287,01428,COM,01,001,84
Vandeins,210104295,01429,COM,01,001,84
Varambon,210104303,01430,COM,01,001,84
Vaux-en-Bugey,210104311,01431,COM,01,001,84
Verjon,210104329,01432,COM,01,001,84
Vernoux,210104337,01433,COM,01,001,84
Versailleux,210104345,01434,COM,01,001,84
Versonnex,210104352,01435,COM,01,001,84
Vesancy,210104360,01436,COM,01,001,84
Vescours,210104378,01437,COM,01,001,84
Vésines,210104394,01439,COM,01,001,84
Vieu-d'Izenave,210104410,01441,COM,01,001,84
Villars-les-Dombes,210104436,01443,COM,01,001,84
Villebois,210104444,01444,COM,01,001,84
Villemotier,210104451,01445,COM,01,001,84
Villeneuve,210104469,01446,COM,01,001,84
Villereversure,210104477,01447,COM,01,001,84
Villes,210104485,01448,COM,01,001,84
Villette-sur-Ain,210104493,01449,COM,01,001,84
Villieu-Loyes-Mollon,210104501,01450,COM,01,001,84
Viriat,210104519,01451,COM,01,001,84
Virieu-le-Grand,210104527,01452,COM,01,001,84
Arvière-en-Valromey,200086403,01453,COM,01,001,84
Virignin,210104543,01454,COM,01,001,84
Vongnes,210104568,01456,COM,01,001,84
Vonnas,210104576,01457,COM,01,001,84
Abbécourt,210200010,02001,COM,02,002,32
Achery,210200028,02002,COM,02,002,32
Acy,210200036,02003,COM,02,002,32
Agnicourt-et-Séchelles,210200044,02004,COM,02,002,32
Aguilcourt,210200051,02005,COM,02,002,32
Aisonville-et-Bernoville,210200069,02006,COM,02,002,32
Aizelles,210200077,02007,COM,02,002,32
Aizy-Jouy,210200085,02008,COM,02,002,32
Alaincourt,210200093,02009,COM,02,002,32
Allemant,210200101,02010,COM,02,002,32
Ambleny,210200119,02011,COM,02,002,32
Ambrief,210200127,02012,COM,02,002,32
Amifontaine,210200135,02013,COM,02,002,32
Amigny-Rouy,210200143,02014,COM,02,002,32
Ancienville,210200150,02015,COM,02,002,32
Andelain,210200168,02016,COM,02,002,32
Anguilcourt-le-Sart,210200176,02017,COM,02,002,32
Anizy-le-Grand,200084135,02018,COM,02,002,32
Annois,210200192,02019,COM,02,002,32
Any-Martin-Rieux,210200200,02020,COM,02,002,32
Archon,210200218,02021,COM,02,002,32
Arcy-Sainte-Restitue,210200226,02022,COM,02,002,32
Armentières-sur-Ourcq,210200234,02023,COM,02,002,32
Arrancy,210200242,02024,COM,02,002,32
Artemps,210200259,02025,COM,02,002,32
Assis-sur-Serre,210200275,02027,COM,02,002,32
Athies-sous-Laon,210200283,02028,COM,02,002,32
Attilly,210200291,02029,COM,02,002,32
Aubencheul-aux-Bois,210200309,02030,COM,02,002,32
Aubenton,210200317,02031,COM,02,002,32
Aubigny-aux-Kaisnes,210200325,02032,COM,02,002,32
Aubigny-en-Laonnois,210200333,02033,COM,02,002,32
Audignicourt,210200341,02034,COM,02,002,32
Audigny,210200358,02035,COM,02,002,32
Augy,210200366,02036,COM,02,002,32
Aulnois-sous-Laon,210200374,02037,COM,02,002,32
Les Autels,210200382,02038,COM,02,002,32
Autremencourt,210200390,02039,COM,02,002,32
Autreppes,210200408,02040,COM,02,002,32
Autreville,210200416,02041,COM,02,002,32
Azy-sur-Marne,210200424,02042,COM,02,002,32
Bagneux,210200432,02043,COM,02,002,32
Bancigny,210200440,02044,COM,02,002,32
Barenton-Bugny,210200457,02046,COM,02,002,32
Barenton-Cel,210200465,02047,COM,02,002,32
Barenton-sur-Serre,210200473,02048,COM,02,002,32
Barisis-aux-Bois,210200481,02049,COM,02,002,32
Barzy-en-Thiérache,210200499,02050,COM,02,002,32
Barzy-sur-Marne,210200507,02051,COM,02,002,32
Bassoles-Aulers,210200515,02052,COM,02,002,32
Vallées en Champagne,200056307,02053,COM,02,002,32
Bazoches-sur-Vesles,210200531,02054,COM,02,002,32
Bazoches-sur-Vesles,210206694,02054,COM,02,002,32
Beaumé,210200549,02055,COM,02,002,32
Beaumont-en-Beine,210200556,02056,COM,02,002,32
Beaurevoir,210200564,02057,COM,02,002,32
Beaurieux,210200572,02058,COM,02,002,32
Beautor,210200580,02059,COM,02,002,32
Beauvois-en-Vermandois,210200598,02060,COM,02,002,32
Becquigny,210200606,02061,COM,02,002,32
Belleau,210200614,02062,COM,02,002,32
Bellenglise,210200622,02063,COM,02,002,32
Belleu,210200630,02064,COM,02,002,32
Bellicourt,210200648,02065,COM,02,002,32
Benay,210200655,02066,COM,02,002,32
Bergues-sur-Sambre,210200663,02067,COM,02,002,32
Berlancourt,210200671,02068,COM,02,002,32
Berlise,210200689,02069,COM,02,002,32
Bernot,210200697,02070,COM,02,002,32
Berny-Rivière,210200705,02071,COM,02,002,32
Berrieux,210200713,02072,COM,02,002,32
Berry-au-Bac,210200721,02073,COM,02,002,32
Bertaucourt-Epourdon,210200739,02074,COM,02,002,32
Berthenicourt,210200747,02075,COM,02,002,32
Bertricourt,210200754,02076,COM,02,002,32
Berzy-le-Sec,210200762,02077,COM,02,002,32
Besmé,210200770,02078,COM,02,002,32
Besmont,210200788,02079,COM,02,002,32
Besny-et-Loizy,210200796,02080,COM,02,002,32
Béthancourt-en-Vaux,210200804,02081,COM,02,002,32
Beugneux,210200812,02082,COM,02,002,32
Beuvardes,210200820,02083,COM,02,002,32
Bézu-le-Guéry,210200838,02084,COM,02,002,32
Bézu-Saint-Germain,210200846,02085,COM,02,002,32
Bichancourt,210208245,02086,COM,02,002,32
Bieuxy,210200853,02087,COM,02,002,32
Bièvres,210200861,02088,COM,02,002,32
Billy-sur-Aisne,210200879,02089,COM,02,002,32
Billy-sur-Ourcq,210200887,02090,COM,02,002,32
Blanzy-lès-Fismes,210200895,02091,COM,02,002,32
Blérancourt,210200903,02093,COM,02,002,32
Blesmes,210200911,02094,COM,02,002,32
Bohain-en-Vermandois,210200929,02095,COM,02,002,32
Bois-lès-Pargny,210200937,02096,COM,02,002,32
Boncourt,210200945,02097,COM,02,002,32
Bonneil,210200952,02098,COM,02,002,32
Bonnesvalyn,210200960,02099,COM,02,002,32
Bony,210200978,02100,COM,02,002,32
Bosmont-sur-Serre,210200986,02101,COM,02,002,32
Bouconville-Vauclair,210200994,02102,COM,02,002,32
Boué,210201000,02103,COM,02,002,32
Bouffignereux,210201018,02104,COM,02,002,32
Bouresches,210201026,02105,COM,02,002,32
Bourg-et-Comin,210201034,02106,COM,02,002,32
Bourguignon-sous-Coucy,210201042,02107,COM,02,002,32
Bourguignon-sous-Montbavin,210201059,02108,COM,02,002,32
La Bouteille,210201067,02109,COM,02,002,32
Braine,210201075,02110,COM,02,002,32
Brancourt-en-Laonnois,210201083,02111,COM,02,002,32
Brancourt-le-Grand,210201091,02112,COM,02,002,32
Brasles,210201109,02114,COM,02,002,32
Braye-en-Laonnois,210201117,02115,COM,02,002,32
Braye-en-Thiérache,210201125,02116,COM,02,002,32
Bray-Saint-Christophe,210208070,02117,COM,02,002,32
Braye,210208088,02118,COM,02,002,32
Brécy,210208096,02119,COM,02,002,32
Brenelle,210208104,02120,COM,02,002,32
Breny,210208146,02121,COM,02,002,32
Brie,210201133,02122,COM,02,002,32
Brissay-Choigny,210208112,02123,COM,02,002,32
Brissy-Hamégicourt,210208120,02124,COM,02,002,32
Brumetz,210208153,02125,COM,02,002,32
Brunehamel,210201141,02126,COM,02,002,32
Bruyères-sur-Fère,210201158,02127,COM,02,002,32
Bruyères-et-Montbérault,210201166,02128,COM,02,002,32
Bruys,210201174,02129,COM,02,002,32
Bucilly,210201182,02130,COM,02,002,32
Bucy-le-Long,210208161,02131,COM,02,002,32
Bucy-lès-Cerny,210201190,02132,COM,02,002,32
Bucy-lès-Pierrepont,210201208,02133,COM,02,002,32
Buire,210201216,02134,COM,02,002,32
Buironfosse,210201224,02135,COM,02,002,32
Burelles,210201232,02136,COM,02,002,32
Bussiares,210201240,02137,COM,02,002,32
Buzancy,210201257,02138,COM,02,002,32
Caillouël-Crépigny,210201265,02139,COM,02,002,32
Camelin,210201273,02140,COM,02,002,32
La Capelle,210201281,02141,COM,02,002,32
Castres,210201299,02142,COM,02,002,32
Le Catelet,210201307,02143,COM,02,002,32
Caulaincourt,210201315,02144,COM,02,002,32
Caumont,210201323,02145,COM,02,002,32
Celles-lès-Condé,210201331,02146,COM,02,002,32
Celles-sur-Aisne,210201356,02148,COM,02,002,32
Cerizy,210201364,02149,COM,02,002,32
Cerny-en-Laonnois,210201372,02150,COM,02,002,32
Cerny-lès-Bucy,210201380,02151,COM,02,002,32
Cerseuil,210201398,02152,COM,02,002,32
Cessières-Suzy,200086338,02153,COM,02,002,32
Chacrise,210201414,02154,COM,02,002,32
Chaillevois,210201422,02155,COM,02,002,32
Chalandry,210201430,02156,COM,02,002,32
Chambry,210201448,02157,COM,02,002,32
Chamouille,210201455,02158,COM,02,002,32
Champs,210201463,02159,COM,02,002,32
Chaourse,210201471,02160,COM,02,002,32
La Chapelle-sur-Chézy,210201497,02162,COM,02,002,32
Charly-sur-Marne,210201505,02163,COM,02,002,32
Le Charmel,210201513,02164,COM,02,002,32
Charmes,210201521,02165,COM,02,002,32
Chartèves,210201539,02166,COM,02,002,32
Chassemy,210201547,02167,COM,02,002,32
Château-Thierry,210201554,02168,COM,02,002,32
Châtillon-lès-Sons,210201562,02169,COM,02,002,32
Châtillon-sur-Oise,210201570,02170,COM,02,002,32
Chaudardes,210201588,02171,COM,02,002,32
Chaudun,210201596,02172,COM,02,002,32
Chauny,210201604,02173,COM,02,002,32
Chavignon,210201612,02174,COM,02,002,32
Chavigny,210201620,02175,COM,02,002,32
Chavonne,210201638,02176,COM,02,002,32
Chérêt,210201646,02177,COM,02,002,32
Chermizy-Ailles,210201653,02178,COM,02,002,32
Chéry-Chartreuve,210201661,02179,COM,02,002,32
Chéry-lès-Pouilly,210201679,02180,COM,02,002,32
Chéry-lès-Rozoy,210201687,02181,COM,02,002,32
Chevennes,210201695,02182,COM,02,002,32
Chevregny,210201703,02183,COM,02,002,32
Chevresis-Monceau,210201711,02184,COM,02,002,32
Chézy-en-Orxois,210201729,02185,COM,02,002,32
Chézy-sur-Marne,210201737,02186,COM,02,002,32
